urn:samm:io.catenax.asset_tracker_links:2.0.0 ; 2.0.0 ; release ; Property ; catenaXId ; Catena-X Identifier ; ext-uuid:UuidV4Trait ; The Catena-X ID of the given asset, valid for the Catena-X dataspace. ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; stringValue ; String value ; samm-c:Text ; The value that is used within the string expression and with which it is to be compared ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; referenceToAspectModel ; Reference to aspect model ; :LinkToAspectModel ; This property describes the underlying aspect model to which this failure pattern definition should be applied to. ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; booleanPropertyName ; Boolean property name ; samm-c:Text ; A property name of type boolean from the model. ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; booleanInsideOperator ; Boolean inside operator ; :BooleanInsideOperatorEnumerator ; Describes the logical connector inside of a boolean expression ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; booleanValue ; Boolean value ; samm-c:Boolean ; The value that is used within the boolean expression and with which it is to be compared ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; timestampPropertyName ; Timestamp property name ; samm-c:Text ; A property name of type timestamp from the model. ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; timestampInsideOperator ; Timestamp inside operator ; :TimestampInsideOperatorEnumeration ; Describes the logical connector inside of a timestamp expression ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; timestampValue ; Timestamp value ; samm-c:Timestamp ; The value that is used within the timestamp expression and with which it is to be compared ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; numericPropertyName ; Numeric property name ; samm-c:Text ; A property name of a numeric type from the model. ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; numericInsideOperator ; Numeric inside operator ; :NumericInsideOperatorEnumeration ; Describes the logical connector inside of a numeric expression ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; numericValue ; Numeric value ; :NumericValueCharacteristic ; The value that is used within the numeric expression and with which it is to be compared ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; nameSpace ; Name space ; :QAXNamespaces ; Name space of the model ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; ttlFile ; TTl file name ; samm-c:Text ; A defined ttl file ;
urn:samm:io.catenax.failure_pattern:1.0.0 ; 1.0.0 ; release ; Property ; modelVersion ; Model version ; :ModelVersionTrait ; Version of aspect model. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; claims ; Claims ; :ClaimsList ; A list of customer complaints or workshop repairs that belong to one or more quality tasks. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; claimId ; Claim ID ; ext-core:UniqueID ; Each claim from this data provider has a unique claim ID.If you combine the BPNL of the data provider with this claim ID you get a unique claim ID in the data space. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; repairDate ; Repair Date ; ext-core:ISO8601LocalDate ; References the date when the claim was initially reported. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; repairMileage ; Repair Mileage ; ext-core:MileageTrait ; The mileage counter of the vehicle when it was in the workshop. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; repairMileageUnit ; Repair Mileage Unit ; ext-core:MileageUnit ; The unit of the repair mileage - either km or mi. Default is km. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; customerComment ; Customer Comment ; samm-c:Text ; End customer comment (e.g. from the vehicle owner, rental car user, etc. ) about the malfunction of this vehicle. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; damageCode ; Damage Code ; samm-c:Text ; OEM-specific damage code ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; technicianComment ; Technician Comment ; samm-c:Text ; Short description of the claim from the technicians ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; diagnosticSessions ; Diagnostic Sessions ; :DiagnosticSessionsList ; A list of diagnostic sessions linked to this claim. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; claimedParts ; Claimed Parts ; :ClaimedPartsList ; A list of claimed parts which were replaced or repaired. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; spareParts ; Spare Parts ; :SparePartsList ; A list of spare parts that were built into the vehicle. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; monthInService ; Month In Service ; :NonNegativeInteger ; The number of month the vehicle is in service. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; breakdown ; Breakdown ; samm-c:Boolean ; Had the vehicle a breakdown and could not drive any more? ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; repeatedRepair ; Repeated Repair ; samm-c:Boolean ; Was there a repeated repair for the same part in this vehicle. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; dateOfPreviousRepair ; Date Of Previous Repair ; ext-core:ISO8601LocalDate ; The date of the previous repair. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; isPartCausal ; Is Part Causal ; samm-c:Boolean ; Flag is set to true if part was causing the problem-otherwise false. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; isPartReplaced ; Is Part Replaced ; samm-c:Boolean ; Flag is set to true if part was replaced-otherwise false. ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; amountOfReplacedParts ; Amount Of Replaced Parts ; :AmountOfReplacedPartsCharacteristic ; Counter for non-serial parts which have been replaced ;
urn:samm:io.catenax.fleet.claim_data:3.0.0 ; 3.0.0 ; release ; Property ; partTreatment ; Part Treatment ; samm-c:Text ; Describes what happened to this part in the claim. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; diagnosticSessions ; Diagnostic Sessions ; :SessionList ; A list of diagnostic sessions. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; sessionMileage ; Session Mileage ; ext-core:MileageTrait ; The mileage counter of the vehicle during diagnostic session. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; sessionMileageUnit ; Session Mileage Unit ; ext-core:MileageUnit ; Unit of session mileage - either km or mi. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; sessionStart ; Selection Start Timestamp ; samm-c:Timestamp ; Describes the starting point for this diagnostic session. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; diagnosticSoftwareName ; Diagnostic Software ; samm-c:Text ; The name of the diagnostic software that was used. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; diagnosticSoftwareVersion ; Diagnostic Software Version ; samm-c:Text ; The version of the used diagnostic software ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; ecus ; ECUs ; :EcuList ; ECUs that had an entry in its internal failure memory during the diagnostic session ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; procedures ; Procedures ; :ProceduresList ; List of procedures / sub-procedures. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; sessionEnd ; Selection End Timestamp ; samm-c:Timestamp ; Describes the end point for this diagnostic session. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; vehicleSoftwareCategory ; Vehicle Software Category ; samm-c:Text ; Software category of this car during the session - only available for OEMs that have a software category on vehicle level. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; vehicleSoftwareVersion ; Vehicle Software Version ; samm-c:Text ; Software version of this car during the session - only available for OEMs that have a software category on vehicle level. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; readOutTimestamp ; Read Out Date ; samm-c:Timestamp ; Date when this ECU information was read out from the diagnostic session ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; dtcs ; DTCs ; :DTCList ; A list of diagnostic trouble codes. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; procedureId ; Procedure Identifier ; ext-core:UniqueID ; A unique identifier for this procedure/sub-procedure call ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; procedureDescription ; Procedure Description ; samm-c:Text ; An optional description for this procedure ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; procedureEnd ; Procedure End ; samm-c:Timestamp ; End date and time for this procedure call. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; procedureStart ; Procedure Start ; samm-c:Timestamp ; Start date and time for this procedure call. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; procedureResult ; Procedure Result ; :ProcedureResultCharacterisitc ; Result of the procedure ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; subProcedures ; Sub Procedures ; :SubProcedures ; A list of sub-procedures ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; dtcHexValue ; Hex ; ext-core:HexValueTrait ; Hex value of this DTC ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; fullName ; DTC Full Name ; ext-core:UniqueID ; A human-readable name that is the result of the translation of DTC hex code. There is a 1:1 relationship between DTC hex code and DTC full name. DTC full name must include the fault byte added after the minus. DTC full name is unique: That means that at one occurrence timestamp and the same vehicle and the same ECU only one DTC full name can be set. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; fullDescription ; DTC Description ; samm-c:Text ; /NA/ ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; faultPath ; DTC Fault Path ; samm-c:Text ; OEM-specific: Fault path for this DTC. Allows further analysis ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; faultPathDescription ; DTC Fault Path Description ; samm-c:Text ; OEM-specific description of DTC fault path ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; freezeFrame ; DTC Freeze Frame ; ext-core:HexValueTrait ; freeze frame from ecu. The freeze frame records many parameters of the DTC and surrounding parameters like outside temperature when the DTC was set. It is a very long HEX string with many OEM-specific and ECU-specific content in ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; isMilOn ; Is MIL On ; samm-c:Boolean ; Describes whether this DTC sets the MIL (malfunction indicator light) in the dashboard. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; occurenceCounterTotal ; Occurrence Counter ; :Long ; Counter how often this DTC was set in total ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; occurenceMileage ; DTC First Occurrence Mileage ; ext-core:MileageTrait ; mileage in km when the DTC occurred the first time ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; occurenceMileageUnit ; Occurrence Mileage Unit ; ext-core:MileageUnit ; Unit of occurrence mileage - either km or mi. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; occurenceTimeStamp ; DTC First Occurrence ; samm-c:Timestamp ; date and time when the DTC occurred the first time/was recorded the first time in the ECU ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; state ; DTC State ; samm-c:Text ; OEM-specific state of DTC: 0;1 (permanent/temporary/intermediate), could also be a string with permanent, temporary, intermediate, .... ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; type ; Type ; :TypeEnumumeration ; Indicator whether this DTC was stored as Error or Info ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; envConditions ; Environmental Conditions ; :EnvironmentalConditionsList ; A list of environment conditions: E.g. outside temperature measured by the vehicle, a specific value measured by on ECU, .... ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; conditionId ; Condition Identifier ; ext-core:UniqueID ; OEM-specific: Primary key for this condition consists of unique identifier of env. condition and DTC ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; conditionCreationTimeStamp ; Condition Creation Timestamp ; samm-c:Timestamp ; Date and time when this condition/information was created. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; conditionDescription ; Description ; samm-c:Text ; The description of the environment condition/information ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; conditionHexValue ; Hex Condition Value ; ext-core:HexValueTrait ; Hex value of the condition. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; conditionNumericValue ; Numeric Condition Value ; :Double ; The numeric value of the condition as double. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; conditionTextValue ; Textual Condition Value ; samm-c:Text ; Text value of the condition. ;
urn:samm:io.catenax.fleet.diagnostic_data:3.0.0 ; 3.0.0 ; release ; Property ; measurementUnit ; DTC Fault Path ; samm-c:Text ; The unit of measurement for the environment condition value. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; vehicles ; Vehicles ; :VehiclesList ; A list of vehicles. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; productionDate ; Production Date ; ext-core:ISO8601LocalDate ; Date when this part was produced. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; soldDate ; Vehicle Sold Date ; ext-core:ISO8601LocalDate ; Sold date of the vehicle = warranty start date for this vehicle ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; class ; Vehicle Class ; samm-c:Text ; Class of the vehicle. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; parts ; Parts ; :Parts ; A list of parts installed in this vehicle. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; driveSystemPower ; Complete System Power ; :EnginePower ; Complete power of this vehicle in KW. This sums up the power of each individual engine installed in this vehicle. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; driveType ; Drive Type ; :DriveTypeNHTSA ; Drive type of a vehicle according enumeration. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; engines ; Engines ; :Engines ; List of installed engines in the vehicle. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; equipments ; Equipments ; :EquipmentsList ; Equipments. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; modelDescription ; Vehicle Model ; samm-c:Text ; /NA/ ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; modelIdentifier ; Model Identifier ; samm-c:Text ; Vehicle manufacturer-specific model identifier or Vehicle manufacturer-specific project name. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; powerTrainType ; Powertrain Type ; :PowerTrainTypes ; Describes the installed powertrain in the vehicle. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; softwareCategory ; Software Category ; samm-c:Text ; Some Vehicle manufacturers bring in the software as complete package for all systems:To identify this software: software category and software version is needed.Software category when this car was built. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; softwareVersion ; Software Version ; samm-c:Text ; Some Vehicle manufacturers brings in the software as complete package for all systems:To identify this software: software category and software version is needed.Software version when this car was built. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; soldCountryCode ; Sold Country Code ; ext-core:CountryCodeTrait ; The country code in 3 letter format where this vehicle was sold. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; soldCountryGroup ; Vehicle Sold Region ; samm-c:Text ; The region where this car was sold. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; steeringPos ; Vehicle Steering Position ; :VehicleSteeringPos ; Position of vehicle steering wheel, Left or right. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; vehicleSeries ; Vehicle Series ; samm-c:Text ; /NA/ ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; transmissions ; Transmissions ; :TransmissionList ; A list of transmissions installed in this vehicle. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; engineId ; Engine Identifier ; ext-core:UniqueID ; Vehicle manufacturer-specific identifier/type of the installed engine ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; engineDescription ; Engine Description ; samm-c:Text ; Description of the engine ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; engineSeries ; Vehicle Engine Series ; samm-c:Text ; Engine series as defined by Vehicle manufacturer ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; engineSize ; Engine Size ; :CubicCapacity ; Cubic capacity in a combustion engine - not available in battery-electric vehicles ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; power ; Engine Power ; :EnginePower ; Engine power is the power that an engine can put out ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; installDate ; Install Date ; ext-core:ISO8601LocalDate ; Date when a part was installed in the vehicle. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; equipmentIdentifier ; Equipment Identifier ; ext-core:UniqueID ; The identifier of a specific equipment. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; equipmentDescription ; Equipment Description ; samm-c:Text ; The equipment variants description. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; group ; Equipment Group ; samm-c:Text ; Bundles all equipment-oriented information into categories like Interior ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; transmissionId ; Transmission Identifier ; ext-core:UniqueID ; Vehicle manufacturer-specific identifier/type of the installed transmission ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; transmissionDescription ; Transmission Description ; samm-c:Text ; Description of the transmission. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; transmissionSeries ; Vehicle Transmission Series ; samm-c:Text ; Transmission series as defined by vehicle manufacturer. ;
urn:samm:io.catenax.fleet.vehicles:4.0.0 ; 4.0.0 ; release ; Property ; transmissionSize ; Transmission Size ; :TorqueMeasurement ; Torque capacity of the transmission. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; shipFrom ; Ship From ; :ShipFromCharacteristic ; Information about the sender of the transport unit. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; shipTo ; Ship To ; :ShipToCharacteristic ; Information about the recipient of the transport unit. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; labelType ; Label Type ; :LabelTypeCharacteristic ; Describes the Label Type according to VDA 4994 ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; customerSpecificRouting ; Customer Specific Routing ; :CustomerSpecificRoutingCharacteristic ; Information on customer specific routing. This information is supplied as part of the call-off and does not need to be interpreted by the supplier. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; logisticsReference ; Logistics Reference ; :LogisticsReferenceCharcteristic ; Information of the transport unit that is relevant for the logstics. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; contentDescription ; Content Description ; :ContentDescriptionCharacteristic ; Describes the content of the global transport label. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; packageId ; Package ID ; :PackageIdCharacteristic ; Information for identification of the transport unit. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; optionalInformation ; optional Information ; :OptionalInformationTrait ; Supplier area that includes specific information for supplier's use only. Example Value: F61F008AD4. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; supplierId ; Supplier ID ; :SupplierIdCharacteristic ; The supplier ID is filled in if the actual sender of the goods differs from the actual supplier. In other words, the supplier ID provides information on where the goods are actually delivered from - the physical sender of the goods. A supplier ID is assigned by the ordering company for this purpose. This is not created or hosted centrally, similar to the DUNS number. It is freely selectable and can therefore be freely designed in terms of syntax.ID number from the supplier. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; unloadingPoint ; Unloading Point ; :UnloadingPointCharacteristic ; Unloading point where the means of transport is being unloaded. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; internalDestination ; Internal Destination ; :InternalDestinationCharacteristic ; Additional Internal destination at recipients' side after unloading (warehouse / storage). ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; deliveryNoteNumber ; Delivery Note Number ; :DeliveryNoteNumberCharaceristic ; Associated delivery note number, assigned by sender. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; supplierNumber ; Supplier Number ; :SupplierNumberCharacteristic ; Supplier number assigned to the seller by the customer. This supplier number may differ from ship-from's identifier, depending on the numbering concept applied by the customer. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; expectedTimeOfArrival ; ExpectedTime Of Arrival ; :ExpectedTimeOfArrivalCharacteristic ; Expected/request delivery time of the goods at the customer's premises. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; netWeight ; Net Weight ; :NetWeight ; Net weight of the loading unit or inner packaging item. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; grossWeight ; Gross Weight ; :GrossWeight ; Gross weight of the loading unit or inner packaging item. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; customerPartNumber ; Customer Part Number ; :CustomerPartNumberCharacteristic ; Number that the customer uses to identify the delivered part. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; customerPartDescription ; Customer Part Description ; :CustomerPartDescriptionCharacteristic ; Name of the part as assigned by the customer. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; safetyRelevantPart ; Safety-relevant part ; :SafetyRelevantPartCharacteristic ; Describes, wether the part is safety-relevant or not. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; catenaXId ; Catena-X ID ; ext-uuid:UuidV4Trait ; Catena-X ID of partType / delivered goods. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; licencePlate ; Licence Plate ; :LicensePlateTrait ; Globally unique package ID of the package /\nloading unit: it does not include the data identifier. It includes the issuing agency code (IAC), the company identification number (CIN), and the serial number (SN). ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; dataIdentifier ; Data Identifier ; :DataIdentifierCharacteristic ; The data identifier (DI) is a classifying characteristic and precedes the actual barcode content. The data identifier classifies the packages into Single, Homogeneous Master, Mixed Master.\nIdentifiers are based on ISO 17367 ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; packagingTypeCode ; Packaging Type Code ; :PackagingTypeCodeCharacteristic ; Is a digit code identifying the packaging type code. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; dateCategoryInformation ; Date Category Information ; :DateCategorySet ; /NA/ ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; batchNumber ; batch Number ; :StringCharacteristic ; Describes the transportation batch on a Master or Mixed labels that is attached to loading units. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; numberOfInnerPackageItems ; number Of Inner Package Items ; :StringCharacteristic ; Describes the amount of internal packages. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; hardwareRevision ; Hardware Revision ; :StringCharacteristic ; Hardware Revision number. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; softwareRevision ; software Revision ; :StringCharacteristic ; Software revision number. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; partRevision ; part revision ; :StringCharacteristic ; Part revision number. ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; dateCategory ; Date Category ; :DateCategoryEnumeration ; Expery (E)\nShipment (S)\nProduction (P) \nin that order of priority ;
urn:samm:io.catenax.global_transport_label:1.0.0 ; 1.0.0 ; release ; Property ; date ; date ; :DateTrait ; /NA/ ;
urn:samm:io.catenax.id_based_comment:1.1.0 ; 1.1.0 ; release ; Property ; commentId ; Comment ID ; ext-uuid:UuidV4Trait ; The Comment ID uniquely identifies the entity within the business relationship between a customer and its supplier. ;
urn:samm:io.catenax.id_based_comment:1.1.0 ; 1.1.0 ; release ; Property ; objectId ; Object ID ; ext-uuid:UuidV4Trait ; The ID of the object to which the comment belongs. ;
urn:samm:io.catenax.id_based_comment:1.1.0 ; 1.1.0 ; release ; Property ; author ; Author ; :AuthorCharacteristic ; The E-Mail address of the creator who wrote the comment. In case comment creator wants to stay anonymous, show BPNL in app which is sent the comment along. ;
urn:samm:io.catenax.id_based_comment:1.1.0 ; 1.1.0 ; release ; Property ; postedAt ; Posted at ; :Timestamp ; Point in time when the comment was created. ;
urn:samm:io.catenax.id_based_comment:1.1.0 ; 1.1.0 ; release ; Property ; changedAt ; Changed at ; :Timestamp ; Point in time when the comment was last changed. ;
urn:samm:io.catenax.id_based_comment:1.1.0 ; 1.1.0 ; release ; Property ; commentText ; Comment Text ; :CommentTrait ; /NA/ ;
urn:samm:io.catenax.id_based_comment:1.1.0 ; 1.1.0 ; release ; Property ; commentType ; Comment Type ; :CommentTypeCharacteristic ; Type of a comment to indicate a priority. ;
